Epoch: 0, 	 train loss: 4.5502410765, 	 test loss: 10.210881387 

Epoch: 10, 	 train loss: 4.8605092161, 	 test loss: 10.3690136325 

Epoch: 20, 	 train loss: 4.6168558839, 	 test loss: 10.3868949644 

Epoch: 30, 	 train loss: 4.532885841, 	 test loss: 10.2122812579 

Epoch: 40, 	 train loss: 4.4016335677, 	 test loss: 10.3116179435 

Epoch: 50, 	 train loss: 4.6291983292, 	 test loss: 10.5011714812 

Epoch: 60, 	 train loss: 4.3726376676, 	 test loss: 9.7548857658 

Epoch: 70, 	 train loss: 4.231164106, 	 test loss: 9.8414336174 

Epoch: 80, 	 train loss: 4.1179777447, 	 test loss: 10.0560164913 

Epoch: 90, 	 train loss: 4.048039363, 	 test loss: 9.9563096569 

Epoch: 100, 	 train loss: 3.9922050445, 	 test loss: 10.1219492266 

Epoch: 110, 	 train loss: 3.9742740523, 	 test loss: 10.1101674726 

Epoch: 120, 	 train loss: 3.8836800888, 	 test loss: 10.0354161416 

Epoch: 130, 	 train loss: 3.8263470731, 	 test loss: 9.9925576487 

Epoch: 140, 	 train loss: 3.8204039292, 	 test loss: 10.1495154596 

Epoch: 150, 	 train loss: 3.7955082573, 	 test loss: 9.9524250646 

Epoch: 160, 	 train loss: 3.6749126728, 	 test loss: 9.9966430664 

Epoch: 170, 	 train loss: 3.6160616855, 	 test loss: 10.1158092868 

Epoch: 180, 	 train loss: 3.6110938686, 	 test loss: 9.8294579291 

Epoch: 190, 	 train loss: 4.0832104393, 	 test loss: 9.6862251528 

Epoch: 200, 	 train loss: 3.9125361269, 	 test loss: 9.6725207913 

Epoch: 210, 	 train loss: 3.9303952113, 	 test loss: 9.7068894909 

Epoch: 220, 	 train loss: 3.812952698, 	 test loss: 9.7970807475 

Epoch: 230, 	 train loss: 3.7171067458, 	 test loss: 9.8473894673 

Epoch: 240, 	 train loss: 3.5967520895, 	 test loss: 9.8984729398 

Epoch: 250, 	 train loss: 3.5329276019, 	 test loss: 9.8406076739 

Epoch: 260, 	 train loss: 3.4701935926, 	 test loss: 9.8665899461 

Epoch: 270, 	 train loss: 3.3874138589, 	 test loss: 9.8841434602 

Epoch: 280, 	 train loss: 3.3299167649, 	 test loss: 9.9918823242 

Epoch: 290, 	 train loss: 3.4269700765, 	 test loss: 9.9306739069 

Epoch: 300, 	 train loss: 3.3643371335, 	 test loss: 10.0034681751 

Epoch: 310, 	 train loss: 3.3111122533, 	 test loss: 9.9569879347 

Epoch: 320, 	 train loss: 3.2373748656, 	 test loss: 9.9655476232 

Epoch: 330, 	 train loss: 3.2272763889, 	 test loss: 10.1017121346 

Epoch: 340, 	 train loss: 3.21959016, 	 test loss: 10.0018615723 

Epoch: 350, 	 train loss: 3.2221805712, 	 test loss: 10.1153761341 

Epoch: 360, 	 train loss: 3.1635949756, 	 test loss: 10.178480579 

Epoch: 370, 	 train loss: 3.2088756484, 	 test loss: 9.9252201203 

Epoch: 380, 	 train loss: 3.0968709475, 	 test loss: 10.122777139 

Epoch: 390, 	 train loss: 3.0609929011, 	 test loss: 10.1346002394 

Epoch: 400, 	 train loss: 3.0872320878, 	 test loss: 10.2670406218 

Epoch: 410, 	 train loss: 2.9985163762, 	 test loss: 10.2997111659 

Epoch: 420, 	 train loss: 2.9828058776, 	 test loss: 10.3886610462 

Epoch: 430, 	 train loss: 2.9523102919, 	 test loss: 10.292777769 

Epoch: 440, 	 train loss: 2.9358537805, 	 test loss: 10.3153332126 

Epoch: 450, 	 train loss: 2.9142651268, 	 test loss: 10.3007379347 

Epoch: 460, 	 train loss: 2.818149335, 	 test loss: 10.306449644 

Epoch: 470, 	 train loss: 3.1993405732, 	 test loss: 10.9781277564 

Epoch: 480, 	 train loss: 3.4292852116, 	 test loss: 10.7038751418 

Epoch: 490, 	 train loss: 3.3018504772, 	 test loss: 10.800828503 

Epoch: 500, 	 train loss: 3.1044101483, 	 test loss: 11.0553579023 

Epoch: 510, 	 train loss: 3.920493678, 	 test loss: 10.9703566028 

Epoch: 520, 	 train loss: 3.2440338753, 	 test loss: 11.1405541205 

Epoch: 530, 	 train loss: 4.0343669938, 	 test loss: 11.1296101232 

Epoch: 540, 	 train loss: 3.6945756302, 	 test loss: 10.2341347971 

Epoch: 550, 	 train loss: 3.5418421942, 	 test loss: 9.7395738171 

Epoch: 560, 	 train loss: 3.4500638522, 	 test loss: 9.8681680003 

Epoch: 570, 	 train loss: 3.398738475, 	 test loss: 9.5814396028 

Epoch: 580, 	 train loss: 3.3606873794, 	 test loss: 10.2722473145 

Epoch: 590, 	 train loss: 3.3178891325, 	 test loss: 10.3513990833 

Epoch: 600, 	 train loss: 3.2912234411, 	 test loss: 10.406789472 

Epoch: 610, 	 train loss: 3.2635379436, 	 test loss: 10.410569714 

Epoch: 620, 	 train loss: 3.2414602673, 	 test loss: 10.3064348775 

Epoch: 630, 	 train loss: 3.2206356651, 	 test loss: 9.9008474042 

Epoch: 640, 	 train loss: 3.1975819205, 	 test loss: 9.9453390798 

Epoch: 650, 	 train loss: 3.062226948, 	 test loss: 9.9520805113 

Epoch: 660, 	 train loss: 2.9628871655, 	 test loss: 9.849395752 

Epoch: 670, 	 train loss: 3.1128359652, 	 test loss: 10.0745554278 

Epoch: 680, 	 train loss: 3.0969784385, 	 test loss: 10.0227907242 

Epoch: 690, 	 train loss: 3.0684078078, 	 test loss: 10.0623720231 

Epoch: 700, 	 train loss: 3.0272043823, 	 test loss: 10.2553307318 

Epoch: 710, 	 train loss: 2.9967171982, 	 test loss: 10.315779163 

Epoch: 720, 	 train loss: 2.9719470561, 	 test loss: 10.352427821 

Epoch: 730, 	 train loss: 2.9452826002, 	 test loss: 10.3323826944 

Epoch: 740, 	 train loss: 2.9096111344, 	 test loss: 10.4635472451 

Epoch: 750, 	 train loss: 2.9390009212, 	 test loss: 10.2154383506 

Epoch: 760, 	 train loss: 3.0197338768, 	 test loss: 10.0928935389 

Epoch: 770, 	 train loss: 2.6466301675, 	 test loss: 9.9125189012 

Epoch: 780, 	 train loss: 2.6430399659, 	 test loss: 10.2711289929 

Epoch: 790, 	 train loss: 2.6156598914, 	 test loss: 10.1821633616 

Epoch: 800, 	 train loss: 2.5534915075, 	 test loss: 10.1931811917 

Epoch: 810, 	 train loss: 2.5590654752, 	 test loss: 10.2083149572 

Epoch: 820, 	 train loss: 3.0450607485, 	 test loss: 10.280789283 

Epoch: 830, 	 train loss: 2.9661254883, 	 test loss: 10.2911672285 

Epoch: 840, 	 train loss: 2.9472085435, 	 test loss: 9.9837646484 

Epoch: 850, 	 train loss: 2.8987063512, 	 test loss: 9.885750063 

Epoch: 860, 	 train loss: 2.8739216299, 	 test loss: 9.9544677734 

Epoch: 870, 	 train loss: 2.8534980805, 	 test loss: 9.8962963473 

Epoch: 880, 	 train loss: 2.8467562903, 	 test loss: 10.0847807853 

Epoch: 890, 	 train loss: 2.8226795274, 	 test loss: 9.9039946525 

Epoch: 900, 	 train loss: 2.7826864266, 	 test loss: 10.108882781 

Epoch: 910, 	 train loss: 2.8081047274, 	 test loss: 10.0063250142 

Epoch: 920, 	 train loss: 2.9358377186, 	 test loss: 10.1714054231 

Epoch: 930, 	 train loss: 2.9225565181, 	 test loss: 10.2110753213 

Epoch: 940, 	 train loss: 2.8808433131, 	 test loss: 10.2274780273 

Epoch: 950, 	 train loss: 2.8611645409, 	 test loss: 10.2366559429 

Epoch: 960, 	 train loss: 2.8570171155, 	 test loss: 10.271452873 

Epoch: 970, 	 train loss: 2.8348870528, 	 test loss: 10.2449262065 

Epoch: 980, 	 train loss: 2.8419755326, 	 test loss: 10.3134450605 

Epoch: 990, 	 train loss: 2.8146886169, 	 test loss: 10.4040015436 

