Epoch: 0, 	 train loss: 5.4921959016, 	 test loss: 10.6708935153 

Epoch: 10, 	 train loss: 4.4336822139, 	 test loss: 11.0264085339 

Epoch: 20, 	 train loss: 3.9267516349, 	 test loss: 11.8949644027 

Epoch: 30, 	 train loss: 4.6829749968, 	 test loss: 12.0347063618 

Epoch: 40, 	 train loss: 4.0297310401, 	 test loss: 11.6652595766 

Epoch: 50, 	 train loss: 5.1562203473, 	 test loss: 10.8256117298 

Epoch: 60, 	 train loss: 4.6485842809, 	 test loss: 11.1336955409 

Epoch: 70, 	 train loss: 4.3971154835, 	 test loss: 10.7967361942 

Epoch: 80, 	 train loss: 4.1781954746, 	 test loss: 11.1505668394 

Epoch: 90, 	 train loss: 4.5321331565, 	 test loss: 11.8345573179 

Epoch: 100, 	 train loss: 4.4596159777, 	 test loss: 11.6635407479 

Epoch: 110, 	 train loss: 4.3775343181, 	 test loss: 11.7333413401 

Epoch: 120, 	 train loss: 4.3604143274, 	 test loss: 11.8103322675 

Epoch: 130, 	 train loss: 4.2153211586, 	 test loss: 11.9053915701 

Epoch: 140, 	 train loss: 4.0979189236, 	 test loss: 12.1103899556 

Epoch: 150, 	 train loss: 4.4717162592, 	 test loss: 11.7504557948 

Epoch: 160, 	 train loss: 4.2217483829, 	 test loss: 12.2220035676 

Epoch: 170, 	 train loss: 4.0186008963, 	 test loss: 12.3267950243 

Epoch: 180, 	 train loss: 4.2734750601, 	 test loss: 12.5372954338 

Epoch: 190, 	 train loss: 4.1372478037, 	 test loss: 12.0222994897 

Epoch: 200, 	 train loss: 3.9267125921, 	 test loss: 12.065992786 

Epoch: 210, 	 train loss: 3.8702842311, 	 test loss: 12.0062049127 

Epoch: 220, 	 train loss: 3.8392927039, 	 test loss: 12.4684202133 

Epoch: 230, 	 train loss: 4.0125201144, 	 test loss: 12.7832808956 

Epoch: 240, 	 train loss: 4.0062883508, 	 test loss: 11.7964851626 

Epoch: 250, 	 train loss: 4.0183537904, 	 test loss: 11.2064740581 

Epoch: 260, 	 train loss: 3.9794598166, 	 test loss: 11.0981071226 

Epoch: 270, 	 train loss: 4.5334601151, 	 test loss: 11.4243616904 

Epoch: 280, 	 train loss: 4.5083338934, 	 test loss: 11.0524360903 

Epoch: 290, 	 train loss: 4.4334178106, 	 test loss: 11.3895007718 

Epoch: 300, 	 train loss: 4.5018567537, 	 test loss: 11.1425289031 

Epoch: 310, 	 train loss: 4.3432478808, 	 test loss: 10.722458378 

Epoch: 320, 	 train loss: 4.2622885762, 	 test loss: 10.8804685531 

Epoch: 330, 	 train loss: 4.2375127507, 	 test loss: 11.0462882749 

Epoch: 340, 	 train loss: 5.1348160346, 	 test loss: 10.8873743857 

Epoch: 350, 	 train loss: 4.8158690418, 	 test loss: 11.0135320848 

Epoch: 360, 	 train loss: 4.5828081509, 	 test loss: 11.1202067714 

Epoch: 370, 	 train loss: 4.529077445, 	 test loss: 11.3347719254 

Epoch: 380, 	 train loss: 4.7204688686, 	 test loss: 10.9421268586 

Epoch: 390, 	 train loss: 4.5729412125, 	 test loss: 11.1957279328 

Epoch: 400, 	 train loss: 4.4699998616, 	 test loss: 11.2869469427 

Epoch: 410, 	 train loss: 4.4183206288, 	 test loss: 11.1995780699 

Epoch: 420, 	 train loss: 4.5589653973, 	 test loss: 11.155090332 

Epoch: 430, 	 train loss: 4.4538559392, 	 test loss: 10.8676255749 

Epoch: 440, 	 train loss: 4.3695488439, 	 test loss: 11.0767015026 

Epoch: 450, 	 train loss: 4.2418781234, 	 test loss: 11.0982843214 

Epoch: 460, 	 train loss: 4.2187682858, 	 test loss: 11.0731250394 

Epoch: 470, 	 train loss: 4.1918633959, 	 test loss: 11.211667953 

Epoch: 480, 	 train loss: 4.1844205663, 	 test loss: 11.2116226689 

Epoch: 490, 	 train loss: 4.1657487506, 	 test loss: 11.5571938792 

Epoch: 500, 	 train loss: 4.1510232161, 	 test loss: 11.4642914803 

Epoch: 510, 	 train loss: 4.1516053976, 	 test loss: 11.174003355 

Epoch: 520, 	 train loss: 4.1751501415, 	 test loss: 11.1150089387 

Epoch: 530, 	 train loss: 4.1610270512, 	 test loss: 11.3349973617 

Epoch: 540, 	 train loss: 4.1557468924, 	 test loss: 11.2248397335 

Epoch: 550, 	 train loss: 4.1403603496, 	 test loss: 11.3343121929 

Epoch: 560, 	 train loss: 4.1306851653, 	 test loss: 11.3634171024 

Epoch: 570, 	 train loss: 4.1295684938, 	 test loss: 11.3037266885 

Epoch: 580, 	 train loss: 4.1266593161, 	 test loss: 11.2319956133 

Epoch: 590, 	 train loss: 4.5379099981, 	 test loss: 11.9612554735 

Epoch: 600, 	 train loss: 4.6885857833, 	 test loss: 11.8343023485 

Epoch: 610, 	 train loss: 4.5472140293, 	 test loss: 11.7772610572 

Epoch: 620, 	 train loss: 4.4858388553, 	 test loss: 11.9470854728 

Epoch: 630, 	 train loss: 4.4564396785, 	 test loss: 12.1288107595 

Epoch: 640, 	 train loss: 4.4440300204, 	 test loss: 12.1309519122 

Epoch: 650, 	 train loss: 4.4369993635, 	 test loss: 12.1356033817 

Epoch: 660, 	 train loss: 4.4272920554, 	 test loss: 12.1198267783 

Epoch: 670, 	 train loss: 4.4212458684, 	 test loss: 12.0710734706 

Epoch: 680, 	 train loss: 4.4070269009, 	 test loss: 12.3991423576 

Epoch: 690, 	 train loss: 4.588184681, 	 test loss: 12.0489275532 

Epoch: 700, 	 train loss: 4.4644177394, 	 test loss: 11.8563271799 

Epoch: 710, 	 train loss: 4.4320952998, 	 test loss: 11.9216475948 

Epoch: 720, 	 train loss: 4.4167475527, 	 test loss: 11.9057046213 

Epoch: 730, 	 train loss: 4.4158050908, 	 test loss: 11.9519190634 

Epoch: 740, 	 train loss: 4.4051360466, 	 test loss: 11.887608682 

Epoch: 750, 	 train loss: 4.3824873086, 	 test loss: 11.9543752363 

Epoch: 760, 	 train loss: 4.363925208, 	 test loss: 11.9833226358 

Epoch: 770, 	 train loss: 4.3556086119, 	 test loss: 11.9301551081 

Epoch: 780, 	 train loss: 4.2474207087, 	 test loss: 11.8335522067 

Epoch: 790, 	 train loss: 4.8290135928, 	 test loss: 12.3608339371 

Epoch: 800, 	 train loss: 4.3462610901, 	 test loss: 12.5479756017 

Epoch: 810, 	 train loss: 4.2633130772, 	 test loss: 12.6545331401 

Epoch: 820, 	 train loss: 4.22554986, 	 test loss: 12.4642117408 

Epoch: 830, 	 train loss: 4.1875504096, 	 test loss: 12.4718175088 

Epoch: 840, 	 train loss: 4.2970138735, 	 test loss: 12.3592391476 

Epoch: 850, 	 train loss: 4.1571544076, 	 test loss: 12.2039509435 

Epoch: 860, 	 train loss: 4.2314551967, 	 test loss: 12.7559085969 

Epoch: 870, 	 train loss: 4.2003213365, 	 test loss: 12.659259427 

Epoch: 880, 	 train loss: 4.1962361818, 	 test loss: 12.6953134844 

Epoch: 890, 	 train loss: 4.1897061614, 	 test loss: 12.6940081196 

Epoch: 900, 	 train loss: 4.1958566272, 	 test loss: 12.6497172694 

Epoch: 910, 	 train loss: 4.1914304664, 	 test loss: 12.6657586867 

Epoch: 920, 	 train loss: 4.1955077137, 	 test loss: 12.6013390326 

Epoch: 930, 	 train loss: 4.1901099325, 	 test loss: 12.6668996503 

Epoch: 940, 	 train loss: 4.1561491808, 	 test loss: 12.5889242849 

Epoch: 950, 	 train loss: 4.0944631476, 	 test loss: 12.0334295457 

Epoch: 960, 	 train loss: 4.0813262569, 	 test loss: 12.0093708654 

Epoch: 970, 	 train loss: 4.6853047112, 	 test loss: 12.498793079 

Epoch: 980, 	 train loss: 4.3989737198, 	 test loss: 12.1694670646 

Epoch: 990, 	 train loss: 4.2545902391, 	 test loss: 12.1267680507 

