Epoch: 0, 	 train loss: 4.8140053691, 	 test loss: 12.7664312547 

Epoch: 10, 	 train loss: 4.7978278403, 	 test loss: 11.485518917 

Epoch: 20, 	 train loss: 4.7528530847, 	 test loss: 11.3627398091 

Epoch: 30, 	 train loss: 4.6964402913, 	 test loss: 11.7911760884 

Epoch: 40, 	 train loss: 4.7974043008, 	 test loss: 11.2917608446 

Epoch: 50, 	 train loss: 5.1190575974, 	 test loss: 12.2019692698 

Epoch: 60, 	 train loss: 5.4914788003, 	 test loss: 12.6293344805 

Epoch: 70, 	 train loss: 5.3346164719, 	 test loss: 12.3991059334 

Epoch: 80, 	 train loss: 5.3353311021, 	 test loss: 12.1344525737 

Epoch: 90, 	 train loss: 5.3196551983, 	 test loss: 11.5608786306 

Epoch: 100, 	 train loss: 5.5701523754, 	 test loss: 12.1931172033 

Epoch: 110, 	 train loss: 5.474852033, 	 test loss: 12.3876785771 

Epoch: 120, 	 train loss: 5.4712339085, 	 test loss: 12.6559507308 

Epoch: 130, 	 train loss: 5.47738388, 	 test loss: 12.8669344994 

Epoch: 140, 	 train loss: 5.4633991689, 	 test loss: 12.8556941863 

Epoch: 150, 	 train loss: 5.4921608126, 	 test loss: 13.2167122133 

Epoch: 160, 	 train loss: 5.4675480769, 	 test loss: 13.2278019074 

Epoch: 170, 	 train loss: 5.4652015593, 	 test loss: 13.2192067792 

Epoch: 180, 	 train loss: 5.4604724467, 	 test loss: 13.1968492077 

Epoch: 190, 	 train loss: 5.4548848882, 	 test loss: 13.2335273989 

Epoch: 200, 	 train loss: 5.45046021, 	 test loss: 13.2577869046 

Epoch: 210, 	 train loss: 5.4482382338, 	 test loss: 13.1858845372 

Epoch: 220, 	 train loss: 5.4556014953, 	 test loss: 13.2102168914 

Epoch: 230, 	 train loss: 5.4483326283, 	 test loss: 13.1671132734 

Epoch: 240, 	 train loss: 5.4465465468, 	 test loss: 13.372022075 

Epoch: 250, 	 train loss: 5.450894128, 	 test loss: 13.2856996598 

Epoch: 260, 	 train loss: 5.4419933736, 	 test loss: 13.27920926 

Epoch: 270, 	 train loss: 5.4489701615, 	 test loss: 13.2812047159 

Epoch: 280, 	 train loss: 5.1440963436, 	 test loss: 12.9921215427 

Epoch: 290, 	 train loss: 5.1255604362, 	 test loss: 13.0446098082 

Epoch: 300, 	 train loss: 5.1044882338, 	 test loss: 13.121507214 

Epoch: 310, 	 train loss: 5.1016341607, 	 test loss: 13.1336807743 

Epoch: 320, 	 train loss: 5.1072849783, 	 test loss: 12.6049302624 

Epoch: 330, 	 train loss: 5.1034157942, 	 test loss: 12.6531982422 

Epoch: 340, 	 train loss: 5.0893880867, 	 test loss: 12.8388642342 

Epoch: 350, 	 train loss: 5.0983827413, 	 test loss: 12.8823173277 

Epoch: 360, 	 train loss: 5.2027246884, 	 test loss: 12.4485680365 

Epoch: 370, 	 train loss: 4.7730070415, 	 test loss: 12.9134994015 

Epoch: 380, 	 train loss: 5.1099982011, 	 test loss: 12.9087120794 

Epoch: 390, 	 train loss: 5.1034157942, 	 test loss: 13.1329237415 

Epoch: 400, 	 train loss: 5.0996395219, 	 test loss: 13.1450047647 

Epoch: 410, 	 train loss: 5.0975697629, 	 test loss: 13.0227503623 

Epoch: 420, 	 train loss: 5.0936645014, 	 test loss: 13.0490880166 

Epoch: 430, 	 train loss: 5.0902326947, 	 test loss: 13.0957375803 

Epoch: 440, 	 train loss: 5.0922698357, 	 test loss: 13.3794919906 

Epoch: 450, 	 train loss: 5.0893525035, 	 test loss: 13.2915019374 

Epoch: 460, 	 train loss: 5.0912571957, 	 test loss: 13.2705767232 

Epoch: 470, 	 train loss: 5.0871107588, 	 test loss: 13.3171869093 

Epoch: 480, 	 train loss: 5.087473016, 	 test loss: 13.2295758647 

Epoch: 490, 	 train loss: 5.0912987095, 	 test loss: 13.1790988061 

Epoch: 500, 	 train loss: 5.0832035204, 	 test loss: 13.2250159479 

Epoch: 510, 	 train loss: 5.0842655815, 	 test loss: 13.1812921339 

Epoch: 520, 	 train loss: 5.0851245216, 	 test loss: 13.3205231697 

Epoch: 530, 	 train loss: 5.0917558554, 	 test loss: 13.0311171009 

Epoch: 540, 	 train loss: 5.0809622699, 	 test loss: 13.146261892 

Epoch: 550, 	 train loss: 5.0838425362, 	 test loss: 13.0087939847 

Epoch: 560, 	 train loss: 5.0859103184, 	 test loss: 12.9973331574 

Epoch: 570, 	 train loss: 5.0808486012, 	 test loss: 12.5037969774 

Epoch: 580, 	 train loss: 5.0835944419, 	 test loss: 12.6802889916 

Epoch: 590, 	 train loss: 5.0891058918, 	 test loss: 12.9676927136 

Epoch: 600, 	 train loss: 5.0802056316, 	 test loss: 13.0626919654 

Epoch: 610, 	 train loss: 5.087683056, 	 test loss: 12.8949545583 

Epoch: 620, 	 train loss: 5.0873914711, 	 test loss: 12.989670292 

Epoch: 630, 	 train loss: 5.0818261521, 	 test loss: 13.0393135317 

Epoch: 640, 	 train loss: 5.0814327595, 	 test loss: 12.7566508632 

Epoch: 650, 	 train loss: 5.0800366112, 	 test loss: 13.2680713284 

Epoch: 660, 	 train loss: 5.0843387249, 	 test loss: 13.1357520319 

Epoch: 670, 	 train loss: 5.0839334712, 	 test loss: 12.9646340647 

Epoch: 680, 	 train loss: 5.0845191122, 	 test loss: 13.1786705755 

Epoch: 690, 	 train loss: 5.07977715, 	 test loss: 13.2626697171 

Epoch: 700, 	 train loss: 5.0791994164, 	 test loss: 13.0138215096 

Epoch: 710, 	 train loss: 5.0821167486, 	 test loss: 12.6761760096 

Epoch: 720, 	 train loss: 5.0786340381, 	 test loss: 13.0967407227 

Epoch: 730, 	 train loss: 5.0393101001, 	 test loss: 12.9977269326 

Epoch: 740, 	 train loss: 4.901396346, 	 test loss: 12.8548052388 

Epoch: 750, 	 train loss: 5.0910896579, 	 test loss: 12.8641081779 

Epoch: 760, 	 train loss: 5.3752866428, 	 test loss: 12.306092293 

Epoch: 770, 	 train loss: 5.0791682811, 	 test loss: 12.2357266334 

Epoch: 780, 	 train loss: 5.0795725463, 	 test loss: 12.4001139979 

Epoch: 790, 	 train loss: 5.0757458644, 	 test loss: 12.0981809555 

Epoch: 800, 	 train loss: 5.0833117528, 	 test loss: 12.0710262176 

Epoch: 810, 	 train loss: 5.0786706098, 	 test loss: 12.1088867188 

Epoch: 820, 	 train loss: 5.076307289, 	 test loss: 11.6058448053 

Epoch: 830, 	 train loss: 5.0713384837, 	 test loss: 11.7326670001 

Epoch: 840, 	 train loss: 5.0801077777, 	 test loss: 11.7504390593 

Epoch: 850, 	 train loss: 5.0778190829, 	 test loss: 11.793357603 

Epoch: 860, 	 train loss: 5.0738574812, 	 test loss: 11.7717905352 

Epoch: 870, 	 train loss: 5.0812172832, 	 test loss: 11.7685576408 

Epoch: 880, 	 train loss: 5.0814915707, 	 test loss: 11.8806782384 

Epoch: 890, 	 train loss: 5.0785347016, 	 test loss: 11.8309808546 

Epoch: 900, 	 train loss: 5.0706030965, 	 test loss: 11.7604950936 

Epoch: 910, 	 train loss: 5.0767268748, 	 test loss: 11.80129808 

Epoch: 920, 	 train loss: 5.0728987103, 	 test loss: 11.8321562736 

Epoch: 930, 	 train loss: 5.0766087582, 	 test loss: 11.7976753481 

Epoch: 940, 	 train loss: 5.0712386529, 	 test loss: 11.8024213237 

Epoch: 950, 	 train loss: 5.0774301382, 	 test loss: 11.7486719931 

Epoch: 960, 	 train loss: 5.0767308285, 	 test loss: 11.7137588993 

Epoch: 970, 	 train loss: 5.08345458, 	 test loss: 11.8014674033 

Epoch: 980, 	 train loss: 5.071392847, 	 test loss: 11.7469462733 

Epoch: 990, 	 train loss: 5.0778680099, 	 test loss: 11.7861465946 

