Epoch: 0, 	 train loss: 5.2491608284, 	 test loss: 11.6673485541 

Epoch: 10, 	 train loss: 5.1728312998, 	 test loss: 11.7679846979 

Epoch: 20, 	 train loss: 4.940258196, 	 test loss: 11.7052868259 

Epoch: 30, 	 train loss: 4.7367081739, 	 test loss: 11.9471159904 

Epoch: 40, 	 train loss: 4.6754624834, 	 test loss: 11.7088367093 

Epoch: 50, 	 train loss: 4.5971669803, 	 test loss: 11.8732477004 

Epoch: 60, 	 train loss: 4.5583095782, 	 test loss: 11.9572547174 

Epoch: 70, 	 train loss: 4.5847108663, 	 test loss: 11.837065666 

Epoch: 80, 	 train loss: 4.6071411627, 	 test loss: 11.7922343592 

Epoch: 90, 	 train loss: 4.4446319704, 	 test loss: 12.0261909731 

Epoch: 100, 	 train loss: 4.3380927576, 	 test loss: 12.1905261624 

Epoch: 110, 	 train loss: 4.3120888158, 	 test loss: 12.4409465175 

Epoch: 120, 	 train loss: 4.2936685539, 	 test loss: 12.3048233524 

Epoch: 130, 	 train loss: 4.2960308863, 	 test loss: 12.2294193391 

Epoch: 140, 	 train loss: 4.3922020298, 	 test loss: 11.6276973601 

Epoch: 150, 	 train loss: 4.3929759655, 	 test loss: 11.6530397477 

Epoch: 160, 	 train loss: 4.4149431854, 	 test loss: 12.2644594254 

Epoch: 170, 	 train loss: 4.6890429292, 	 test loss: 11.7869036275 

Epoch: 180, 	 train loss: 4.6769965168, 	 test loss: 11.8460151918 

Epoch: 190, 	 train loss: 5.4985223067, 	 test loss: 11.1419687579 

Epoch: 200, 	 train loss: 6.3285979607, 	 test loss: 11.005216537 

Epoch: 210, 	 train loss: 5.8737046709, 	 test loss: 11.1104637884 

Epoch: 220, 	 train loss: 5.666274592, 	 test loss: 11.0008712276 

Epoch: 230, 	 train loss: 5.5339632227, 	 test loss: 11.4708724483 

Epoch: 240, 	 train loss: 5.7383034895, 	 test loss: 11.0322708622 

Epoch: 250, 	 train loss: 5.7261394547, 	 test loss: 11.3002782022 

Epoch: 260, 	 train loss: 5.7140164395, 	 test loss: 11.4095931515 

Epoch: 270, 	 train loss: 5.6921475677, 	 test loss: 11.2449380198 

Epoch: 280, 	 train loss: 5.6763827058, 	 test loss: 11.3065274146 

Epoch: 290, 	 train loss: 5.6721769634, 	 test loss: 11.2447509766 

Epoch: 300, 	 train loss: 5.673071981, 	 test loss: 11.1590182397 

Epoch: 310, 	 train loss: 5.1954834973, 	 test loss: 11.5440171765 

Epoch: 320, 	 train loss: 5.2639174983, 	 test loss: 11.9129313807 

Epoch: 330, 	 train loss: 5.2167054458, 	 test loss: 11.7847171907 

Epoch: 340, 	 train loss: 5.0554678604, 	 test loss: 11.3118935862 

Epoch: 350, 	 train loss: 5.2094425093, 	 test loss: 11.8998206354 

Epoch: 360, 	 train loss: 5.2016295151, 	 test loss: 12.0107126544 

Epoch: 370, 	 train loss: 5.1916538501, 	 test loss: 11.8112871724 

Epoch: 380, 	 train loss: 5.188398477, 	 test loss: 11.9760791409 

Epoch: 390, 	 train loss: 4.9713451061, 	 test loss: 11.3727062595 

Epoch: 400, 	 train loss: 4.9410385564, 	 test loss: 11.283218876 

Epoch: 410, 	 train loss: 5.31743767, 	 test loss: 11.6980325022 

Epoch: 420, 	 train loss: 5.3206673441, 	 test loss: 11.8036410424 

Epoch: 430, 	 train loss: 4.966773647, 	 test loss: 11.8770397555 

Epoch: 440, 	 train loss: 4.938153348, 	 test loss: 11.8738816784 

Epoch: 450, 	 train loss: 4.9229212464, 	 test loss: 11.8590412755 

Epoch: 460, 	 train loss: 4.9118958755, 	 test loss: 11.958094443 

Epoch: 470, 	 train loss: 4.8997194854, 	 test loss: 11.8959704984 

Epoch: 480, 	 train loss: 4.8993784793, 	 test loss: 11.8587922127 

Epoch: 490, 	 train loss: 4.8945994512, 	 test loss: 11.8016091624 

Epoch: 500, 	 train loss: 5.0608582284, 	 test loss: 11.9117008332 

Epoch: 510, 	 train loss: 5.0387951314, 	 test loss: 11.6514262538 

Epoch: 520, 	 train loss: 5.0381739072, 	 test loss: 11.7606358682 

Epoch: 530, 	 train loss: 5.0278740393, 	 test loss: 11.6972321541 

Epoch: 540, 	 train loss: 5.0341396563, 	 test loss: 11.7385007797 

Epoch: 550, 	 train loss: 5.1736976531, 	 test loss: 11.4950197281 

Epoch: 560, 	 train loss: 5.1627355413, 	 test loss: 11.4012904013 

Epoch: 570, 	 train loss: 5.1584848257, 	 test loss: 11.3979383899 

Epoch: 580, 	 train loss: 5.1783570819, 	 test loss: 11.5584697108 

Epoch: 590, 	 train loss: 5.1659271611, 	 test loss: 11.5277778872 

